AlterSchätzung,DeutscherN,Heimisch
50,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
30,Spitzahorn,Heimisch
45,Platane,Heimisch
65,Platane,Heimisch
25,Ahorn,Heimisch
20,Ahorn,Heimisch
25,Ahorn,Heimisch
15,Ahorn,Heimisch
25,Ahorn,Heimisch
25,Ahorn,Heimisch
15,Ahorn,Heimisch
30,Scheinakazie,Andere
25,Scheinakazie,Andere
10,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
35,Scheinakazie,Andere
10,Spitzahorn,Heimisch
25,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
45,Hasel,Heimisch
45,Hasel,Heimisch
45,Hasel,Heimisch
30,Hasel,Heimisch
35,Hasel,Heimisch
35,Hasel,Heimisch
45,Hasel,Heimisch
30,Hasel,Heimisch
45,Baumhasel,Andere
35,Baumhasel,Andere
50,Baumhasel,Andere
45,Baumhasel,Andere
35,Baumhasel,Andere
50,Baumhasel,Andere
30,Baumhasel,Andere
50,Baumhasel,Andere
30,Baumhasel,Andere
55,Trauben-Kirsche,Heimisch
45,Birke,Heimisch
30,Birke,Heimisch
30,Birke,Heimisch
55,Birke,Heimisch
55,Birke,Heimisch
40,Birke,Heimisch
45,Birke,Heimisch
20,Birke,Heimisch
20,Birke,Heimisch
40,Eiche,Heimisch
35,Eiche,Heimisch
35,"Hainbuche, Weißbuche",Heimisch
40,Birke,Heimisch
30,"Sommer-Eiche, Stieleiche",Heimisch
30,"Sommer-Eiche, Stieleiche",Heimisch
35,Hasel,Heimisch
30,Hasel,Heimisch
30,Hasel,Heimisch
25,Hasel,Heimisch
30,Hasel,Heimisch
30,Hasel,Heimisch
20,Linde,Heimisch
65,Linde,Heimisch
70,Linde,Heimisch
70,Linde,Heimisch
30,Linde,Heimisch
30,Linde,Heimisch
40,Linde,Heimisch
45,Ahorn,Heimisch
45,Ahorn,Heimisch
55,Ahorn,Heimisch
55,Ahorn,Heimisch
45,Ahorn,Heimisch
60,Ahorn,Heimisch
45,Ahorn,Heimisch
55,Ahorn,Heimisch
45,Ahorn,Heimisch
55,Silber-Ahorn,Andere
65,Roßkastanie,Heimisch
45,Roßkastanie,Heimisch
55,Winterlinde,Heimisch
30,Bergahorn,Heimisch
30,Bergahorn,Heimisch
20,Scheinakazie,Andere
20,Scheinakazie,Andere
20,Scheinakazie,Andere
40,Scheinakazie,Andere
25,Scheinakazie,Andere
5,Scheinakazie,Andere
35,Scheinakazie,Andere
55,Scheinakazie,Andere
25,Scheinakazie,Andere
25,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
45,Scheinakazie,Andere
30,Scheinakazie,Andere
40,Scheinakazie,Andere
20,Scheinakazie,Andere
45,Spitzahorn,Heimisch
45,Roßkastanie,Heimisch
40,Silber-Ahorn,Andere
40,Silber-Ahorn,Andere
70,Silber-Ahorn,Andere
60,Silber-Ahorn,Andere
45,Silber-Ahorn,Andere
55,Silber-Ahorn,Andere
60,Silber-Ahorn,Andere
45,Silber-Ahorn,Andere
40,Winterlinde,Heimisch
45,Winterlinde,Heimisch
25,Birke,Heimisch
50,Birke,Heimisch
35,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
20,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
45,Birke,Heimisch
40,Silber-Ahorn,Andere
30,Winterlinde,Heimisch
20,Silber-Ahorn,Andere
30,Silber-Ahorn,Andere
35,Spitzahorn,Heimisch
40,Silber-Ahorn,Andere
30,Silber-Ahorn,Andere
40,Silber-Ahorn,Andere
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
25,Winterlinde,Heimisch
25,Silber-Ahorn,Andere
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
35,Silber-Ahorn,Andere
30,Silber-Ahorn,Andere
40,Spitzahorn,Heimisch
40,Silber-Ahorn,Andere
25,Silber-Ahorn,Andere
10,Winterlinde,Heimisch
45,Silber-Ahorn,Andere
20,Spitzahorn,Heimisch
30,Silber-Ahorn,Andere
40,Silber-Ahorn,Andere
30,Silber-Ahorn,Andere
40,Silber-Ahorn,Andere
45,Silber-Ahorn,Andere
35,Spitzahorn,Heimisch
35,Spitzahorn,Heimisch
30,Silber-Ahorn,Andere
5,Bergahorn,Heimisch
35,Silber-Ahorn,Andere
30,Silber-Ahorn,Andere
15,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
45,Silber-Ahorn,Andere
45,Silber-Ahorn,Andere
25,Silber-Ahorn,Andere
40,Silber-Ahorn,Andere
25,Silber-Ahorn,Andere
20,Bergahorn,Heimisch
25,Ahorn,Heimisch
25,Silber-Ahorn,Andere
15,Silber-Ahorn,Andere
25,Winterlinde,Heimisch
15,Kirsche,Heimisch
25,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
25,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
20,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
15,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
20,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
20,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
15,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
25,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
25,"Eberesche, Mehlbeere, Vogelbeerbaum",Heimisch
25,Mehlbeere,Heimisch
10,Mehlbeere,Heimisch
35,Kirsche,Heimisch
35,Kirsche,Heimisch
25,Kirsche,Heimisch
25,Kirsche,Heimisch
20,Kirsche,Heimisch
20,Kirsche,Heimisch
15,Kirsche,Heimisch
15,Kirsche,Heimisch
15,Kirsche,Heimisch
15,Kirsche,Heimisch
10,Mehlbeere,Heimisch
15,Mehlbeere,Heimisch
15,Mehlbeere,Heimisch
15,Kirsche,Heimisch
25,Kirsche,Heimisch
10,Mehlbeere,Heimisch
15,Mehlbeere,Heimisch
15,Mehlbeere,Heimisch
15,Mehlbeere,Heimisch
15,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
10,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Winterlinde,Heimisch
20,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
30,Spitzahorn,Heimisch
25,Spitzahorn,Heimisch
10,"Hainbuche, Weißbuche",Heimisch
20,Birne,Heimisch
25,Birne,Heimisch
15,Birne,Heimisch
10,Roßkastanie,Heimisch
15,Roßkastanie,Heimisch
15,Roßkastanie,Heimisch
15,Roßkastanie,Heimisch
15,Roßkastanie,Heimisch
45,Scheinakazie,Andere
35,Scheinakazie,Andere
20,Winterlinde,Heimisch
10,Winterlinde,Heimisch
45,Winterlinde,Heimisch
70,Winterlinde,Heimisch
65,Winterlinde,Heimisch
10,Winterlinde,Heimisch
75,Winterlinde,Heimisch
60,Winterlinde,Heimisch
70,Winterlinde,Heimisch
50,Winterlinde,Heimisch
30,Winterlinde,Heimisch
40,Winterlinde,Heimisch
45,Winterlinde,Heimisch
40,Winterlinde,Heimisch
60,Winterlinde,Heimisch
50,Winterlinde,Heimisch
15,Winterlinde,Heimisch
15,Winterlinde,Heimisch
40,Winterlinde,Heimisch
20,Winterlinde,Heimisch
40,Winterlinde,Heimisch
60,Winterlinde,Heimisch
40,Winterlinde,Heimisch
55,Winterlinde,Heimisch
50,Winterlinde,Heimisch
50,Winterlinde,Heimisch
35,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
30,Winterlinde,Heimisch
45,Winterlinde,Heimisch
20,Winterlinde,Heimisch
40,Winterlinde,Heimisch
35,Winterlinde,Heimisch
20,Winterlinde,Heimisch
30,Winterlinde,Heimisch
55,Winterlinde,Heimisch
30,Winterlinde,Heimisch
70,Winterlinde,Heimisch
30,Winterlinde,Heimisch
30,Winterlinde,Heimisch
35,Winterlinde,Heimisch
10,Winterlinde,Heimisch
30,Winterlinde,Heimisch
30,Winterlinde,Heimisch
30,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
30,Winterlinde,Heimisch
30,Winterlinde,Heimisch
15,Winterlinde,Heimisch
20,Winterlinde,Heimisch
40,Winterlinde,Heimisch
30,Winterlinde,Heimisch
15,Winterlinde,Heimisch
55,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
40,Winterlinde,Heimisch
15,Winterlinde,Heimisch
15,Winterlinde,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
30,Winterlinde,Heimisch
20,Winterlinde,Heimisch
60,Platane,Heimisch
20,Winterlinde,Heimisch
30,Winterlinde,Heimisch
20,Winterlinde,Heimisch
70,Platane,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
70,Platane,Heimisch
60,Platane,Heimisch
20,Winterlinde,Heimisch
65,Platane,Heimisch
80,Platane,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
90,Roßkastanie,Heimisch
25,Winterlinde,Heimisch
10,Winterlinde,Heimisch
25,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
25,Winterlinde,Heimisch
30,Ahorn,Heimisch
40,Kugelahorn,Heimisch
55,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
35,Scheinakazie,Andere
35,Scheinakazie,Andere
25,Scheinakazie,Andere
35,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
60,Scheinakazie,Andere
45,Scheinakazie,Andere
55,Scheinakazie,Andere
25,Scheinakazie,Andere
35,Ahorn,Heimisch
20,Ahorn,Heimisch
10,Ahorn,Heimisch
20,Ahorn,Heimisch
30,Ahorn,Heimisch
25,Ahorn,Heimisch
35,Ahorn,Heimisch
15,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
35,Ahorn,Heimisch
25,Ahorn,Heimisch
30,Ahorn,Heimisch
25,Ahorn,Heimisch
25,Ahorn,Heimisch
10,Ahorn,Heimisch
60,Ahorn,Heimisch
45,Ahorn,Heimisch
55,Scheinakazie,Andere
30,Ahorn,Heimisch
30,Ahorn,Heimisch
40,Scheinakazie,Andere
55,Scheinakazie,Andere
40,Birke,Heimisch
55,Ahorn,Heimisch
40,Ahorn,Heimisch
40,"Hainbuche, Weißbuche",Heimisch
30,Ahorn,Heimisch
25,Ahorn,Heimisch
25,Ahorn,Heimisch
45,Scheinakazie,Andere
25,"Hainbuche, Weißbuche",Heimisch
15,"Hainbuche, Weißbuche",Heimisch
25,Ahorn,Heimisch
25,"Hainbuche, Weißbuche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
30,"Hainbuche, Weißbuche",Heimisch
35,Ahorn,Heimisch
25,"Hainbuche, Weißbuche",Heimisch
25,"Hainbuche, Weißbuche",Heimisch
25,Scheinakazie,Andere
25,Scheinakazie,Andere
60,Ahorn,Heimisch
45,Ahorn,Heimisch
50,Ahorn,Heimisch
20,Scheinakazie,Andere
70,Ahorn,Heimisch
50,Roßkastanie,Heimisch
35,Linde,Heimisch
30,Ahorn,Heimisch
15,Ahorn,Heimisch
40,Ahorn,Heimisch
30,Ahorn,Heimisch
25,Ahorn,Heimisch
20,Ahorn,Heimisch
80,Linde,Heimisch
15,Ahorn,Heimisch
25,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
65,Platane,Heimisch
55,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
75,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
75,Platane,Heimisch
70,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
50,Ahorn,Heimisch
45,Ahorn,Heimisch
40,Scheinakazie,Andere
30,Scheinakazie,Andere
60,Ahorn,Heimisch
30,"Hainbuche, Weißbuche",Heimisch
40,Feldahorn,Heimisch
35,Feldahorn,Heimisch
35,Scheinakazie,Andere
40,Ahorn,Heimisch
35,Ahorn,Heimisch
25,Scheinakazie,Andere
45,Scheinakazie,Andere
50,Ahorn,Heimisch
20,Scheinakazie,Andere
30,Ahorn,Heimisch
55,Ahorn,Heimisch
15,Scheinakazie,Andere
45,Ahorn,Heimisch
45,Ahorn,Heimisch
70,Ahorn,Heimisch
60,Ahorn,Heimisch
45,Ahorn,Heimisch
25,Ahorn,Heimisch
60,Ahorn,Heimisch
35,"Hainbuche, Weißbuche",Heimisch
50,"Hainbuche, Weißbuche",Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
60,Ahorn,Heimisch
35,Ahorn,Heimisch
35,"Hainbuche, Weißbuche",Heimisch
65,Linde,Heimisch
60,"Hainbuche, Weißbuche",Heimisch
35,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
80,Ahorn,Heimisch
40,Baumhasel,Andere
35,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
40,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
45,Linde,Heimisch
40,Linde,Heimisch
30,Linde,Heimisch
30,Linde,Heimisch
10,Ahorn,Heimisch
25,Ahorn,Heimisch
30,Ahorn,Heimisch
30,Ahorn,Heimisch
20,Ahorn,Heimisch
45,Scheinakazie,Andere
35,Ahorn,Heimisch
30,Ahorn,Heimisch
40,Scheinakazie,Andere
45,Scheinakazie,Andere
50,Scheinakazie,Andere
45,Scheinakazie,Andere
35,Ahorn,Heimisch
30,Ahorn,Heimisch
35,Ahorn,Heimisch
30,Ahorn,Heimisch
15,Ahorn,Heimisch
30,Ahorn,Heimisch
45,Ahorn,Heimisch
70,Linde,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
15,Spitzahorn,Heimisch
55,Scheinakazie,Andere
45,Scheinakazie,Andere
30,Sandbirke,Heimisch
30,Sandbirke,Heimisch
40,Sandbirke,Heimisch
30,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
40,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
25,Sandbirke,Heimisch
35,Sandbirke,Heimisch
10,Spitzahorn,Heimisch
35,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
50,Sandbirke,Heimisch
55,Japanischer Schnurbaum,Andere
30,Japanischer Schnurbaum,Andere
45,Japanischer Schnurbaum,Andere
40,Japanischer Schnurbaum,Andere
60,Japanischer Schnurbaum,Andere
55,"Sommer-Eiche, Stieleiche",Heimisch
35,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
55,Silberlinde,Andere
55,Winterlinde,Heimisch
45,Winterlinde,Heimisch
10,Winterlinde,Heimisch
40,Winterlinde,Heimisch
10,Winterlinde,Heimisch
10,Winterlinde,Heimisch
50,Winterlinde,Heimisch
50,Winterlinde,Heimisch
50,Winterlinde,Heimisch
20,Winterlinde,Heimisch
10,Winterlinde,Heimisch
50,Winterlinde,Heimisch
20,Winterlinde,Heimisch
20,Winterlinde,Heimisch
10,Winterlinde,Heimisch
10,Winterlinde,Heimisch
20,Winterlinde,Heimisch
95,Platane,Heimisch
45,"Hainbuche, Weißbuche",Heimisch
25,Spitzahorn,Heimisch
25,Sandbirke,Heimisch
20,Spitzahorn,Heimisch
40,"Sommer-Eiche, Stieleiche",Heimisch
30,Spitzahorn,Heimisch
40,Hasel,Heimisch
40,Hasel,Heimisch
45,Hasel,Heimisch
35,Hasel,Heimisch
35,Hasel,Heimisch
35,Hasel,Heimisch
45,Hasel,Heimisch
10,Ahorn,Heimisch
20,Ahorn,Heimisch
40,Hasel,Heimisch
55,Ahorn,Heimisch
25,Silber-Ahorn,Andere
25,Hasel,Heimisch
15,Hasel,Heimisch
45,Hasel,Heimisch
35,Hasel,Heimisch
50,Hasel,Heimisch
35,Hasel,Heimisch
25,Hasel,Heimisch
50,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
10,Linde,Heimisch
5,Scheinakazie,Andere
30,Scheinakazie,Andere
20,Kugelrobinie,Andere
25,Scheinakazie,Andere
30,Kugelrobinie,Andere
35,Scheinakazie,Andere
30,Kugelrobinie,Andere
25,Scheinakazie,Andere
45,Scheinakazie,Andere
15,Kugelrobinie,Andere
40,"Hainbuche, Weißbuche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
30,"Hainbuche, Weißbuche",Heimisch
25,"Hainbuche, Weißbuche",Heimisch
40,"Hainbuche, Weißbuche",Heimisch
30,"Hainbuche, Weißbuche",Heimisch
25,"Hainbuche, Weißbuche",Heimisch
25,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
10,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
20,Scheinakazie,Andere
30,Scheinakazie,Andere
50,"Dreidorniger Lederhülsenbaum, Gleditschie",Andere
20,Scheinakazie,Andere
30,Scheinakazie,Andere
25,Scheinakazie,Andere
5,Scheinakazie,Andere
40,"Gleditsie, Lederhülsenbaum",Andere
20,"Gleditsie, Lederhülsenbaum",Andere
30,Gelbe Gleditschie,Andere
20,Amerikanische Rot-Eiche,Andere
20,Amerikanische Rot-Eiche,Andere
15,Amerikanische Rot-Eiche,Andere
20,Amerikanische Rot-Eiche,Andere
20,Amerikanische Rot-Eiche,Andere
45,Spitzahorn,Heimisch
60,Spitzahorn,Heimisch
20,Amerikanische Rot-Eiche,Andere
85,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
65,Platane,Heimisch
40,Scheinakazie,Andere
15,Scheinakazie,Andere
15,Scheinakazie,Andere
20,Scheinakazie,Andere
10,Scheinakazie,Andere
15,Scheinakazie,Andere
15,Scheinakazie,Andere
35,Scheinakazie,Andere
15,Scheinakazie,Andere
25,Scheinakazie,Andere
5,Scheinakazie,Andere
40,Scheinakazie,Andere
25,Scheinakazie,Andere
20,Scheinakazie,Andere
15,Scheinakazie,Andere
35,Scheinakazie,Andere
5,Scheinakazie,Andere
35,Scheinakazie,Andere
30,Scheinakazie,Andere
15,Scheinakazie,Andere
15,Scheinakazie,Andere
5,Scheinakazie,Andere
15,Scheinakazie,Andere
15,Scheinakazie,Andere
10,Scheinakazie,Andere
15,Scheinakazie,Andere
25,Scheinakazie,Andere
35,Scheinakazie,Andere
15,Scheinakazie,Andere
10,Scheinakazie,Andere
20,Scheinakazie,Andere
5,Scheinakazie,Andere
35,Scheinakazie,Andere
55,Platane,Heimisch
60,Platane,Heimisch
25,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
55,Platane,Heimisch
50,Platane,Heimisch
45,Platane,Heimisch
5,Platane,Heimisch
40,Platane,Heimisch
35,Platane,Heimisch
45,Platane,Heimisch
30,Platane,Heimisch
75,Platane,Heimisch
55,Platane,Heimisch
35,Platane,Heimisch
80,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
40,Platane,Heimisch
50,Platane,Heimisch
50,Platane,Heimisch
30,Platane,Heimisch
70,Platane,Heimisch
50,Platane,Heimisch
65,Platane,Heimisch
50,Platane,Heimisch
70,Platane,Heimisch
30,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
50,Platane,Heimisch
50,Platane,Heimisch
70,Platane,Heimisch
70,Platane,Heimisch
50,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
45,Platane,Heimisch
60,Platane,Heimisch
40,Platane,Heimisch
45,Platane,Heimisch
50,Platane,Heimisch
50,Platane,Heimisch
50,Platane,Heimisch
70,Platane,Heimisch
75,Platane,Heimisch
70,Platane,Heimisch
40,Platane,Heimisch
35,Platane,Heimisch
45,Platane,Heimisch
45,Platane,Heimisch
35,Platane,Heimisch
50,Platane,Heimisch
80,Platane,Heimisch
75,Platane,Heimisch
75,Platane,Heimisch
30,Platane,Heimisch
75,Platane,Heimisch
45,Platane,Heimisch
35,Platane,Heimisch
60,Platane,Heimisch
35,Platane,Heimisch
75,Platane,Heimisch
75,Platane,Heimisch
65,Platane,Heimisch
30,Platane,Heimisch
80,Platane,Heimisch
55,Platane,Heimisch
60,Platane,Heimisch
30,Platane,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
60,Platane,Heimisch
60,Platane,Heimisch
70,Platane,Heimisch
65,Platane,Heimisch
75,Platane,Heimisch
70,Platane,Heimisch
75,Platane,Heimisch
45,Scheinakazie,Andere
45,Scheinakazie,Andere
5,Scheinakazie,Andere
35,Scheinakazie,Andere
30,Scheinakazie,Andere
5,Scheinakazie,Andere
15,Scheinakazie,Andere
30,Scheinakazie,Andere
40,Scheinakazie,Andere
15,Scheinakazie,Andere
30,Scheinakazie,Andere
30,Scheinakazie,Andere
25,Scheinakazie,Andere
5,Scheinakazie,Andere
5,Scheinakazie,Andere
30,Scheinakazie,Andere
10,Scheinakazie,Andere
10,Scheinakazie,Andere
15,Scheinakazie,Andere
20,Scheinakazie,Andere
15,Scheinakazie,Andere
10,Scheinakazie,Andere
30,Scheinakazie,Andere
15,Scheinakazie,Andere
20,Scheinakazie,Andere
5,Scheinakazie,Andere
5,Scheinakazie,Andere
10,Scheinakazie,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
5,Spitzahorn,Heimisch
10,Baumhasel,Andere
15,Baumhasel,Andere
30,Baumhasel,Andere
25,Baumhasel,Andere
30,Baumhasel,Andere
20,Baumhasel,Andere
25,Baumhasel,Andere
35,Baumhasel,Andere
25,Baumhasel,Andere
30,Baumhasel,Andere
35,Baumhasel,Andere
25,Baumhasel,Andere
35,Baumhasel,Andere
25,Baumhasel,Andere
20,Baumhasel,Andere
15,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
35,Baumhasel,Andere
25,Baumhasel,Andere
30,Baumhasel,Andere
20,Baumhasel,Andere
20,Baumhasel,Andere
30,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
20,Baumhasel,Andere
25,Baumhasel,Andere
30,Baumhasel,Andere
30,Baumhasel,Andere
30,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
15,Baumhasel,Andere
20,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
25,Baumhasel,Andere
30,Baumhasel,Andere
25,Baumhasel,Andere
35,Baumhasel,Andere
25,Baumhasel,Andere
35,Winterlinde,Heimisch
65,Roßkastanie,Heimisch
65,Roßkastanie,Heimisch
40,Trompetenbaum,Andere
35,Winterlinde,Heimisch
30,Winterlinde,Heimisch
35,Winterlinde,Heimisch
30,Winterlinde,Heimisch
35,Winterlinde,Heimisch
25,Winterlinde,Heimisch
35,Winterlinde,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
65,Platane,Heimisch
40,Roßkastanie,Heimisch
25,"Sommer-Eiche, Stieleiche",Heimisch
30,"Sommer-Eiche, Stieleiche",Heimisch
20,"Sommer-Eiche, Stieleiche",Heimisch
25,"Sommer-Eiche, Stieleiche",Heimisch
20,"Sommer-Eiche, Stieleiche",Heimisch
20,"Sommer-Eiche, Stieleiche",Heimisch
30,"Sommer-Eiche, Stieleiche",Heimisch
40,"Sommer-Eiche, Stieleiche",Heimisch
35,Bergahorn,Heimisch
25,Bergahorn,Heimisch
50,Schwarzkiefer,Andere
35,Schwarzkiefer,Andere
35,Schwarzkiefer,Andere
40,Schwarzkiefer,Andere
50,Sandbirke,Heimisch
25,Sandbirke,Heimisch
25,Bergahorn,Heimisch
45,Sandbirke,Heimisch
40,Rot-Buche,Heimisch
70,Rot-Buche,Heimisch
75,Sandbirke,Heimisch
60,Sandbirke,Heimisch
35,"Sommer-Eiche, Stieleiche",Heimisch
75,Winterlinde,Heimisch
55,Winterlinde,Heimisch
20,Winterlinde,Heimisch
45,Winterlinde,Heimisch
40,Winterlinde,Heimisch
20,Winterlinde,Heimisch
65,Winterlinde,Heimisch
70,Winterlinde,Heimisch
55,Winterlinde,Heimisch
55,Winterlinde,Heimisch
45,Winterlinde,Heimisch
40,Winterlinde,Heimisch
35,Winterlinde,Heimisch
30,Winterlinde,Heimisch
70,Winterlinde,Heimisch
25,Winterlinde,Heimisch
55,Winterlinde,Heimisch
50,Winterlinde,Heimisch
20,Winterlinde,Heimisch
50,Winterlinde,Heimisch
50,Winterlinde,Heimisch
55,Winterlinde,Heimisch
60,Winterlinde,Heimisch
60,Winterlinde,Heimisch
65,Winterlinde,Heimisch
70,Winterlinde,Heimisch
65,Winterlinde,Heimisch
55,Winterlinde,Heimisch
65,Winterlinde,Heimisch
55,Winterlinde,Heimisch
35,Winterlinde,Heimisch
65,Winterlinde,Heimisch
50,Winterlinde,Heimisch
20,Winterlinde,Heimisch
65,Winterlinde,Heimisch
65,Winterlinde,Heimisch
80,Winterlinde,Heimisch
45,Winterlinde,Heimisch
45,Winterlinde,Heimisch
35,Winterlinde,Heimisch
45,Winterlinde,Heimisch
50,Winterlinde,Heimisch
45,Winterlinde,Heimisch
50,Winterlinde,Heimisch
55,Winterlinde,Heimisch
50,Winterlinde,Heimisch
35,Winterlinde,Heimisch
60,Winterlinde,Heimisch
65,Winterlinde,Heimisch
60,Winterlinde,Heimisch
75,Winterlinde,Heimisch
65,Winterlinde,Heimisch
20,Winterlinde,Heimisch
55,Winterlinde,Heimisch
65,Winterlinde,Heimisch
20,Winterlinde,Heimisch
80,Winterlinde,Heimisch
75,Winterlinde,Heimisch
20,Winterlinde,Heimisch
55,Winterlinde,Heimisch
35,Winterlinde,Heimisch
60,Winterlinde,Heimisch
50,Winterlinde,Heimisch
50,Winterlinde,Heimisch
55,Winterlinde,Heimisch
70,Winterlinde,Heimisch
45,Winterlinde,Heimisch
70,Winterlinde,Heimisch
65,Winterlinde,Heimisch
50,Winterlinde,Heimisch
50,Winterlinde,Heimisch
20,Winterlinde,Heimisch
50,Winterlinde,Heimisch
70,Winterlinde,Heimisch
65,Winterlinde,Heimisch
45,Winterlinde,Heimisch
55,Winterlinde,Heimisch
60,Winterlinde,Heimisch
25,Linde,Heimisch
30,Linde,Heimisch
30,Linde,Heimisch
35,Linde,Heimisch
40,Linde,Heimisch
30,Linde,Heimisch
35,Linde,Heimisch
40,"Crataegus, Dorn",Heimisch
